Status_group,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
not functional,Sumbawanga Urban,Pito,"31.67291893,-8.084204407",river/lake,0,1220,1986,dry,15042016101WP01,good,gravity,1996,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Urban,Pito,"31.67696498,-8.085837828",river/lake,0,0,1986,dry,15042016101WP02,good,gravity,1996,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Urban,Pito,"31.67956915,-8.084863908",river/lake,0,900,1986,dry,15042016101WP03,good,gravity,1996,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Urban,Pito,"31.67833232,-8.082945763",river/lake,0,0,1986,dry,15042016101WP04,good,gravity,1996,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Urban,Pito,"31.67476289,-8.08118744",river/lake,0,0,1986,dry,15042016101WP05,good,gravity,1996,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Pito,"31.67840886,-8.130484935",river/lake,0,0,1985,dry,15042016101WP40,good,gravity,1997,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Pito,"31.66878827,-8.08362131",river/lake,0,0,1986,dry,15042016101WP07,good,gravity,1996,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Pito,"31.66856651,-8.080794126",river/lake,0,0,1986,dry,15042016101WP08,good,gravity,1996,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Pito,"31.66833286,-8.076225584",river/lake,0,0,1986,dry,15042016101WP12,good,gravity,1996,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Urban,Pito,"31.64553719,-8.11753386",river/lake,0,2560,1984,dry,15042016101WP00,good,gravity,1997,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Pito,"31.67073992,-8.082511458",river/lake,0,750,1986,dry,15042016101WP06,good,gravity,1996,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Urban,Old Sumbawanga,"31.61481339,-7.942986799",borehole,50,1100,2009,dry,15042016053WP04,good,india mark ii,2012,per bucket,TASAF,TASAF,other,pump broken
not functional,Sumbawanga Urban,Ntendo,"31.51968477,-7.844920643",river/lake,0,1200,1975,dry,15042016071WP01,good,gravity,1978,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Urban,Ntendo,"31.52427319,-7.84568957",river/lake,0,0,1975,dry,15042016071WP03,good,gravity,1978,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Urban,Ntendo,"31.52277951,-7.843024975",river/lake,0,0,1975,dry,15042016071WP04,good,gravity,1978,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Urban,Ntendo,"31.51692756,-7.839323449",borehole,0,890,2011,dry,15042016071WP05,good,india mark ii,2013,never pay,Sumbawanga Munici,Sumbaw,vwc,pump broken
not functional,Sumbawanga Urban,Ntendo,"31.51583026,-7.840102684",river/lake,0,0,1975,dry,15042016071WP06,good,gravity,1978,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Urban,Ntendo,"31.51069241,-7.836697748",river/lake,0,1500,1975,dry,15042016071WP07,good,gravity,1978,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Urban,Ntendo,"31.53422331,-7.908784699",borehole,500,500,1991,dry,15042016071WP08,good,india mark ii,2013,monthly,Norad,Norad,vwc,pump broken
not functional,Sumbawanga Urban,Ntendo,"31.53035207,-7.904656834",borehole,500,750,1991,dry,15042016071WP13,good,india mark ii,2003,monthly,Norad,Norad,vwc,none
not functional,Sumbawanga Urban,Ntendo,"31.53146466,-7.901342399",borehole,500,600,1991,dry,15042016071WP14,good,india mark ii,2005,monthly,Norad,Norad,vwc,pump broken
not functional,Sumbawanga Urban,Ntendo,"31.48745607,-7.883692257",borehole,500,350,1994,dry,15042016071WP19,good,india mark ii,2013,monthly,Norad,Norad,vwc,pump broken
not functional,Sumbawanga Urban,Ntendo,"31.48404729,-7.882632845",borehole,500,1500,1993,dry,15042016071WP22,good,india mark ii,2010,monthly,Norad,Norad,vwc,pump broken
not functional,Nkasi,Nkomolo,"31.03503173,-7.49062145",shallow well,0,1,1990,enough,15033081021WP025_67,good,other,2008,unknown,RU,DWE,vwc,pump broken
not functional,Nkasi,Nkomolo,"31.04328996,-7.494504518",borehole,25,1,1994,insufficient,15033081021WP027_71,good,india mark ii,2011,per bucket,RU,DWE&,vwc,pump broken
not functional,Nkasi,Nkomolo,"31.03381098,-7.494866353",shallow well,0,1,1989,enough,15033081021WP023_63,good,other,2005,unknown,RU,DWE,vwc,pump broken
not functional,Nkasi,Nkomolo,"31.03161199,-7.49553903",shallow well,0,1,1990,insufficient,15033081021WP022_61,good,other,2008,never pay,RU,DWE,vwc,pump broken
not functional,Nkasi,Nkomolo,"31.03154161,-7.490159668",borehole,25,1,1989,dry,15033081021WP021_60,good,other,1990,per bucket,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkomolo,"31.02918771,-7.490950573",borehole,0,1,1993,enough,15033081021WP019_55,salty,india mark ii,2009,per bucket,NO,DWE,water authority,pump broken
not functional,Nkasi,Nkomolo,"31.04208982,-7.443108205",borehole,500,1,2006,insufficient,15033081021WP07_116,salty,india mark ii,2007,annually,Co,DWE,vwc,pump broken
not functional,Nkasi,Nkomolo,"31.02261054,-7.497153346",river/lake,0,1,1996,unknown,15033081021WP14_127,unknown,gravity,2009,unknown,DW,DWE,water board,pump broken
not functional,Nkasi,Nkomolo,"31.02057646,-7.497456145",river/lake,0,150,1996,unknown,15033081021WP15_128,unknown,gravity,2009,unknown,DW,DWE,water board,tap broken
not functional,Nkasi,Nkomolo,"31.02268638,-7.499133186",river/lake,0,1,1996,unknown,15033081021WP16_129,unknown,gravity,2009,never pay,DW,DWE,water board,tap broken
not functional,Nkasi,Nkomolo,"31.08673334,-7.462562869",shallow well,0,1,1995,insufficient,15033081013WP041_19,good,other,2002,never pay,TA,DDCA,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.351392,-7.695585987",river/lake,0,1,1984,enough,15033081044WP026_205,unknown,submersible,1998,never pay,CO,DWE,vwc,source damaged
not functional,Nkasi,Nkandasi,"31.27816554,-7.70192479",borehole,2000,1,1989,dry,15033081044WP12_228,good,other,2001,annually,NO,DWE,vwc,pipe broken
not functional,Nkasi,Nkandasi,"31.43415971,-7.680869757",borehole,1000,1,2009,enough,15033081044WP017_195,good,india mark ii,2011,annually,TA,DWE,vwc,pipe broken
not functional,Nkasi,Nkandasi,"31.42488066,-7.626328499",borehole,0,1,2011,unknown,15033081044WP019_197,unknown,other,unknown,never pay,World Bank,O &,vwc,none
not functional,Nkasi,Nkandasi,"31.29689308,-7.703511467",borehole,2000,1,1990,enough,15033081044WP02_198,unknown,other,2010,annually,NO,DWE,vwc,pump stolen
not functional,Nkasi,Nkandasi,"31.42577274,-7.634611711",shallow well,0,1,1994,dry,15033081044WP020_199,unknown,nira/tanira,1996,never pay,CO,DWE,vwc,source damaged
not functional,Nkasi,Nkandasi,"31.36699275,-7.682920339",shallow well,0,1,2005,enough,15033081044WP021_200,good,nira/tanira,2009,never pay,CO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.35266769,-7.703114437",borehole,500,1,2009,insufficient,15033081044WP023_202,salty,afridev,2010,annually,TA,CONS,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.35491111,-7.698387464",shallow well,500,1,2000,unknown,15033081044WP024_203,good,nira/tanira,2007,annually,CO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.34911171,-7.699647784",shallow well,0,1,1974,enough,15033081044WP025_204,good,other,2007,never pay,CO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.35341415,-7.691502115",borehole,0,550,2009,enough,15033081044WP028_207,good,afridev,2011,never pay,TA,CONS,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.32235538,-7.645460689",borehole,5000,1,1983,enough,15033081044WP031_211,unknown,india mark ii,2010,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.32402355,-7.649358281",borehole,5000,1,1983,enough,15033081044WP033_213,good,india mark ii,2011,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.3235049,-7.651248818",borehole,5000,350,1983,enough,15033081044WP034_214,good,india mark ii,2011,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.32579762,-7.651536801",borehole,5000,600,1983,enough,15033081044WP035_215,good,india mark ii,2011,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.32860187,-7.656481386",borehole,5000,1,1983,enough,15033081044WP036_216,good,india mark ii,2011,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.32713092,-7.657479592",borehole,2000,1,1983,enough,15033081044WP037_217,unknown,india mark ii,2005,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.28392922,-7.697128667",borehole,2000,200,1990,enough,15033081044WP15_231,good,swn 80,2011,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.33150437,-7.660981309",borehole,5000,1,1983,enough,15033081044WP039_219,good,india mark ii,2004,annually,NO,DWE,vwc,pipe broken
not functional,Nkasi,Nkandasi,"31.32585482,-7.646086059",borehole,5000,1,1983,enough,15033081044WP030_210,unknown,india mark ii,2008,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.29173348,-7.701499888",borehole,200,1,1989,dry,15033081044WP04_220,good,swn 80,2009,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.28802925,-7.701217778",borehole,2000,1,1990,unknown,15033081044WP06_222,good,swn 80,2007,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.28741956,-7.703241156",borehole,0,600,1990,enough,15033081044WP07_223,salty,other handpump,2011,annually,NO,DWE,vwc,pump broken
not functional,Nkasi,Nkandasi,"31.28366214,-7.702655943",borehole,2000,1,1989,enough,15033081044WP10_226,good,swn 80,2008,annually,NO,DWE,vwc,pump broken
not functional,Songea Urban,Ninde,"30.77886004,-7.811641085",shallow well,0,1,1984,insufficient,15033081111WP02_435,good,nira/tanira,2006,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Ninde,"30.77861251,-7.81281917",shallow well,0,1,1984,insufficient,15033081111WP01_434,good,other,2006,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Ninde,"30.77824118,-7.809656629",shallow well,0,1,1984,enough,15033081111WP03_436,good,nira/tanira,2006,never pay,RU,DWE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.04671535,-7.506573552",shallow well,25,1,1993,insufficient,15033081021WP036_91,salty,nira/tanira,2011,per bucket,RU,RUDE,vwc,pipe broken
not functional,Nkasi,Namanyere,"31.04926122,-7.5055424",shallow well,25,150,1987,insufficient,15033081013WP02_2,salty,nira/tanira,2011,per bucket,RU,DWE,vwc,pipe broken
not functional,Nkasi,Namanyere,"31.04145555,-7.508883024",river/lake,0,1,2006,insufficient,15033081013WP16_32,good,gravity,2006,unknown,DW,DWE,vwc,pipe broken
not functional,Nkasi,Namanyere,"31.04202476,-7.510187983",river/lake,0,1,2006,unknown,15033081013WP17_33,unknown,gravity,2008,never pay,DW,DWE,vwc,pipe broken
not functional,Nkasi,Namanyere,"31.04397516,-7.509248886",river/lake,0,1,2006,unknown,15033081013WP18_34,unknown,gravity,2008,never pay,DW,DWE,vwc,pipe broken
not functional,Nkasi,Namanyere,"31.04928401,-7.507171353",river/lake,25,1,2008,dry,15033081013WP05_21,good,gravity,2009,per bucket,DW,DWE,vwc,pipe broken
not functional,Nkasi,Namanyere,"31.04514954,-7.512947588",shallow well,0,1,1987,insufficient,15033081013WP21_37,good,other,2008,never pay,NO,DWE,vwc,pump stolen
not functional,Nkasi,Namanyere,"31.04599807,-7.51850908",borehole,0,1,1994,enough,15033081013WP24_40,salty,other,2007,never pay,RU,DWE,vwc,pump stolen
not functional,Nkasi,Namanyere,"31.02572535,-7.55564996",borehole,0,1,2005,seasonal,15033081013WP025_3,good,india mark ii,2008,never pay,Co,DWE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.04841953,-7.516099643",shallow well,0,1,1993,insufficient,15033081013WP026_4,salty,other,2003,never pay,RU,DWE,vwc,pump stolen
not functional,Nkasi,Namanyere,"31.04830024,-7.520389834",shallow well,0,1,1993,insufficient,15033081013WP027_5,good,other,2009,never pay,RU,DWE,vwc,pump stolen
not functional,Nkasi,Namanyere,"31.05027062,-7.521099025",shallow well,0,120,1993,insufficient,15033081013WP028_6,salty,other,2003,never pay,RU,DWE,vwc,pump stolen
not functional,Nkasi,Namanyere,"31.04940826,-7.505841386",river/lake,0,1,2008,dry,15033081013WP03_8,good,gravity,2008,never pay,DW,DWE,unknown,tap broken
not functional,Nkasi,Namanyere,"31.04470142,-7.507174602",shallow well,25,1,1992,insufficient,15033081021WP038_95,salty,other,2007,per bucket,RU,RUDE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.05402888,-7.51903811",shallow well,0,650,1993,insufficient,15033081013WP030_9,salty,nira/tanira,2006,never pay,RU,DWE,parastatal,pump broken
not functional,Nkasi,Namanyere,"31.04574904,-7.507242457",borehole,25,1,1987,enough,15033081021WP037_93,salty,other handpump,2011,per bucket,NO,DWE,vwc,pipe broken
not functional,Nkasi,Namanyere,"31.05109109,-7.507163619",shallow well,25,1,1987,enough,15033081013WP04_17,good,other,1998,per bucket,NO,DWE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.03905315,-7.507544292",shallow well,0,1,1993,unknown,15033081013WP15_31,unknown,other,2006,unknown,RU,RUDE,vwc,pump stolen
not functional,Nkasi,Namanyere,"31.16585212,-7.558163874",borehole,0,120,1990,enough,15033081013WP033_12,salty,mono,2010,never pay,NO,DWE,vwc,pipe broken
not functional,Nkasi,Namanyere,"31.16431399,-7.557116061",borehole,0,1,1990,enough,15033081013WP034_13,good,mono,2007,never pay,NO,DWE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.03735221,-7.510067962",shallow well,0,220,1993,insufficient,15033081013WP13_29,good,nira/tanira,2007,never pay,RU,DWE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.05360808,-7.48447531",borehole,50,1,2006,insufficient,15033081021WP028_73,good,india mark ii,unknown,per bucket,Co,DWE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.04447027,-7.509217807",borehole,0,1,1987,unknown,15033081013WP12_28,unknown,other,1993,unknown,NO,DWE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.16260255,-7.556108396",borehole,0,1,1990,enough,15033081013WP035_14,good,mono,2007,never pay,NO,DWE,vwc,pipe broken
not functional,Nkasi,Namanyere,"31.04324627,-7.51042799",borehole,0,1,1987,dry,15033081013WP11_27,good,other,1996,never pay,NO,DWE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.04565308,-7.509306718",river/lake,0,1,2009,dry,15033081013WP10_26,unknown,gravity,2010,unknown,DW,DWE,vwc,pipe broken
not functional,Nkasi,Namanyere,"31.04263964,-7.504201812",shallow well,25,1,1991,dry,15033081021WP033_85,good,other,2003,per bucket,RU,DWE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.04784559,-7.512713053",shallow well,25,1,1993,unknown,15033081013WP09_25,unknown,other,2003,per bucket,RU,DWE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.16238297,-7.552942752",borehole,0,1,1990,unknown,15033081013WP036_15,unknown,mono,2007,unknown,NO,DWE,vwc,pipe broken
not functional,Nkasi,Namanyere,"31.04285784,-7.503907793",river/lake,25,1,2007,insufficient,15033081021WP032_83,good,submersible,2009,per bucket,DW,DWE,vwc,tap broken
not functional,Nkasi,Namanyere,"31.1618042,-7.554466003",borehole,0,1,1980,unknown,15033081013WP037_16,unknown,mono,2010,unknown,NO,DWE,wug,engine broken
not functional,Nkasi,Namanyere,"31.03631664,-7.508349377",shallow well,0,150,1993,unknown,15033081013WP14_30,unknown,other,2007,never pay,RU,DWE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.04866215,-7.509706788",shallow well,25,1,1993,enough,15033081013WP08_24,good,other,2003,per bucket,RU,RUDE,vwc,pump broken
not functional,Nkasi,Namanyere,"31.10782215,-7.537315712",shallow well,0,1,2007,dry,15033081013WP031_10,salty,other,2008,never pay,DW,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mwimbi,"31.75384399,-8.653196033",shallow well,0,400,1993,enough,1502308081WP01_605,good,nira/tanira,2010,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mwimbi,"31.74780402,-8.657095814",shallow well,0,300,1993,enough,1502308081WP02_606,good,other,2005,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mwimbi,"31.7499496,-8.659623038",borehole,0,500,2008,enough,1502308081WP03_607,salty,india mark ii,2010,never pay,TASAF,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mwimbi,"31.6668197,-8.659810857",borehole,0,1000,2008,enough,1502308081WP05_609,good,india mark ii,2011,never pay,DOM,DWE,parastatal,pump broken
not functional,Sumbawanga Urban,Mwimbi,"31.66611502,-8.659442882",spring,0,1000,1972,enough,1502308081WP06_610,good,gravity,2003,never pay,DWE,DWE,vwc,none
not functional,Sumbawanga Urban,Mwimbi,"31.6671409,-8.655527554",spring,0,250,1972,enough,1502308081WP07_611,good,gravity,2004,never pay,DWE,DWE,vwc,none
not functional,Sumbawanga Urban,Mwimbi,"31.66654024,-8.654958959",spring,0,250,1972,enough,1502308081WP08_612,good,gravity,2004,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwimbi,"31.66682393,-8.654157106",spring,0,300,1972,enough,1502308081WP09_613,good,gravity,2004,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwimbi,"31.66759652,-8.653682187",spring,0,300,1972,enough,1502308081WP10_614,good,gravity,2004,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwimbi,"31.66756567,-8.653159152",spring,0,450,1972,enough,1502308081WP11_615,good,gravity,2004,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwimbi,"31.6679748,-8.651922959",spring,0,300,1972,enough,1502308081WP12_616,good,gravity,2004,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwimbi,"31.66882723,-8.652531158",spring,0,250,1972,enough,1502308081WP13_617,good,gravity,2004,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwimbi,"31.70153,-8.595255835",borehole,0,350,2003,enough,1502308081WP18_622,good,swn 80,2006,never pay,TASAF,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mwimbi,"31.69751152,-8.596939253",borehole,0,250,2003,enough,1502308081WP17_621,good,swn 80,2011,never pay,TASAF,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mwimbi,"31.70184892,-8.591090487",borehole,0,250,2003,enough,1502308081WP19_623,good,swn 80,2010,never pay,TASAF,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mwembenkoswe,"32.01231562,-8.93052866",borehole,0,120,1984,enough,15023080101WP13_190,good,other,2007,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mwembenkoswe,"32.10046522,-8.986354999",borehole,0,500,1984,enough,15023080101WP04_181,good,india mark ii,2005,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mwembenkoswe,"32.02979873,-8.939910706",borehole,0,150,1984,enough,15023080101WP06_183,good,india mark ii,2009,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mwembenkoswe,"32.02346343,-8.934627188",borehole,0,150,1984,enough,15023080101WP08_185,good,india mark ii,2010,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mwembenkoswe,"32.02022653,-8.932076215",borehole,0,30,1984,enough,15023080101WP09_186,good,other,2008,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mwembenkoswe,"32.01645476,-8.931135664",borehole,0,20,1984,enough,15023080101WP10_187,good,india mark ii,2011,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mwembenkoswe,"32.10099104,-8.983386559",borehole,0,300,1984,enough,15023080101WP03_180,good,india mark ii,2008,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Mwembenkoswe,"32.09569724,-8.990320991",borehole,0,340,1984,enough,15023080101WP01_178,good,india mark ii,2011,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mwazye,"31.73661586,-8.439997856",river/lake,0,200,1983,enough,1502308061WP12_533,good,gravity,2011,never pay,ILO,DWE,vwc,tap broken
not functional,Kalambo,Mwazye,"31.76389838,-8.445881537",river/lake,0,350,1983,enough,1502308061WP05_526,good,gravity,2011,never pay,ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwazye,"31.76552461,-8.417343873",river/lake,0,625,1983,enough,1502308061WP28_549,good,gravity,2011,never pay,ILO,DWE,vwc,none
not functional,Sumbawanga Urban,Mwazye,"31.76293036,-8.415270143",river/lake,0,325,1983,enough,1502308061WP29_550,good,gravity,2011,never pay,ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwazye,"31.76209406,-8.416652572",river/lake,0,325,1983,insufficient,1502308061WP30_551,good,gravity,2011,never pay,ILO,DWE,vwc,none
not functional,Sumbawanga Urban,Mwazye,"31.76128134,-8.419243084",river/lake,0,334,1983,insufficient,1502308061WP31_552,good,gravity,2011,never pay,ILO,DWE,vwc,tap poorly sited
not functional,Sumbawanga Urban,Mwazye,"31.73694982,-8.437644856",river/lake,0,400,1983,insufficient,1502308061WP10_531,good,gravity,2009,never pay,ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwazye,"31.73653731,-8.438791557",river/lake,0,150,1983,enough,1502308061WP11_532,good,gravity,2011,never pay,ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwazye,"31.73504081,-8.438013336",river/lake,0,200,1983,enough,1502308061WP16_537,good,gravity,2011,never pay,ILO,DWE,vwc,tap broken
not functional,Kalambo,Mwazye,"31.76362251,-8.442134285",river/lake,0,250,1983,insufficient,1502308061WP03_524,good,gravity,2009,never pay,ILO,DWE,vwc,tap broken
not functional,Kalambo,Mwazye,"31.76455131,-8.439754012",river/lake,0,450,1983,enough,1502308061WP02_523,good,gravity,2009,never pay,ILO,DWE,vwc,tap broken
not functional,Kalambo,Mwazye,"31.76222898,-8.441371438",river/lake,0,450,1983,insufficient,1502308061WP01_522,good,gravity,2009,never pay,ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwazye,"31.73594558,-8.441084084",river/lake,0,240,1983,enough,1502308061WP15_536,good,gravity,2011,never pay,ILO/UNDP,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Mwazye,"31.7393666,-8.442788879",river/lake,0,4000,1983,enough,1502308061WP14_535,good,gravity,2009,never pay,ILO,DWE,vwc,pipe broken
not functional,Kalambo,Muze,"31.60709982,-7.72510545",river/lake,0,350,1979,enough,15023080191WP19_414,good,gravity,1998,never pay,DWE/Bamboo Projec,DWE,vwc,pipe broken
not functional,Kalambo,Muze,"31.61060918,-7.724450106",river/lake,0,250,1979,dry,15023080191WP18_413,good,gravity,1998,never pay,DWE/Bamboo Projec,DWE,vwc,pipe broken
not functional,Kalambo,Muze,"31.50669908,-7.619716394",shallow well,0,1000,1992,dry,15023080191WP15_410,good,nira/tanira,1999,never pay,RUDEP,DWE,vwc,pump broken
not functional,Kalambo,Muze,"31.55171921,-7.664769645",borehole,0,200,1991,dry,15023080191WP14_408,good,other,1996,never pay,RUDEP,DWE,vwc,pump broken
not functional,Kalambo,Muze,"31.55517538,-7.665141013",borehole,0,253,1991,enough,15023080191WP13_406,good,other,2004,never pay,RUDEP,DWE,vwc,pump broken
not functional,Kalambo,Muze,"31.55239736,-7.666431671",borehole,0,180,1991,enough,15023080191WP12_404,good,other,1994,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Muze,"31.55427702,-7.646254974",borehole,0,250,1991,dry,15023080191WP11_402,good,other,1994,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Muze,"31.55292865,-7.648032766",borehole,0,170,1991,dry,15023080191WP10_400,good,other,1994,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Muze,"31.55653361,-7.64950431",borehole,0,271,1991,dry,15023080191WP09_399,good,other,1994,never pay,RUDEP,DWE,vwc,pump broken
not functional,Kalambo,Muze,"31.61393473,-7.723875802",river/lake,0,150,1979,dry,15023080191WP17_412,good,gravity,1998,never pay,DWE/Bamboo Projec,DWE,vwc,pipe broken
not functional,Sumbawanga Rural,Muze,"31.5562484,-7.647214998",borehole,0,250,1991,dry,15023080191WP08_397,good,other,1997,never pay,RUDEP,DWE,vwc,pump broken
not functional,Kalambo,Mtowisa,"31.750569,-7.839447972",river/lake,0,600,1991,dry,15023080203WP19_434,good,gravity,1993,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.8224468,-7.859279143",spring,0,230,1983,enough,15023080203WP04_419,good,gravity,2002,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.82171284,-7.859789187",spring,0,150,1983,enough,15023080203WP05_420,good,gravity,2002,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.81390164,-7.863361425",spring,0,270,1983,enough,15023080203WP06_421,good,gravity,2002,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.81336656,-7.863475228",spring,0,150,1983,dry,15023080203WP07_422,good,gravity,2002,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.81757803,-7.863367712",spring,0,50,1983,enough,15023080203WP08_423,good,gravity,2002,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.82529889,-7.854873798",spring,0,350,1983,enough,15023080203WP09_424,good,gravity,2002,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.82333114,-7.857866933",spring,0,170,1983,enough,15023080203WP10_425,good,gravity,2002,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.78831354,-7.810274068",river/lake,0,156,1983,dry,15023080203WP11_426,good,gravity,2008,never pay,DWE,DWE,vwc,none
not functional,Kalambo,Mtowisa,"31.78761907,-7.811586034",river/lake,0,250,1983,dry,15023080203WP12_427,good,gravity,2008,never pay,DWE,DWE,vwc,none
not functional,Kalambo,Mtowisa,"31.79004754,-7.812787219",river/lake,0,300,1983,dry,15023080203WP13_428,good,gravity,2008,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.79066517,-7.811601806",river/lake,0,400,1983,dry,15023080203WP14_429,good,gravity,2008,never pay,DWE,DWE,vwc,none
not functional,Kalambo,Mtowisa,"31.79305799,-7.812495021",river/lake,0,150,1983,enough,15023080203WP15_430,good,gravity,2008,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.82383546,-7.858230369",spring,0,350,1983,enough,15023080203WP03_418,good,gravity,2002,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Mtowisa,"31.82464568,-7.857106716",spring,0,270,1983,enough,15023080203WP02_417,good,gravity,2002,never pay,DWE,DWE,vwc,pipe broken
