Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem,
functional,Arusha,Arusha,Ilkiding'A,"36.6838878,-3.318900912",spring,0,200,1998,enough,0202309912WP45,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69634928,-3.31992588",spring,0,200,1998,enough,0202309912WP06,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69766104,-3.323037152",spring,0,200,1998,enough,0202309912WP59,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.68357051,-3.334495645",spring,0,200,1998,enough,0202309912WP58,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.68361758,-3.333336708",spring,0,200,1998,enough,0202309912WP57,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.68225478,-3.331125193",spring,0,200,1998,enough,0202309912WP56,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.68507554,-3.317375873",spring,0,200,1998,enough,0202309912WP44,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.68525232,-3.308853448",spring,0,200,1998,enough,0202309912WP43,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69200628,-3.329423915",spring,0,200,1998,enough,0202309912WP16,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.6902482,-3.328110465",spring,0,200,1998,enough,0202309912WP15,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69148608,-3.32661624",spring,0,200,1998,enough,0202309912WP14,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69249653,-3.324954092",spring,0,200,1998,enough,0202309912WP13,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69291096,-3.322869735",spring,0,200,1998,enough,0202309912WP12,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69409092,-3.321000995",spring,0,200,1998,enough,0202309912WP11,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69318868,-3.319708143",spring,0,200,1998,enough,0202309912WP10,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69546089,-3.320141087",spring,0,200,1998,enough,0202309912WP09,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.6990446,-3.309775631",spring,0,200,1998,enough,0202309912WP25,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.70556965,-3.311983603",spring,0,200,1998,enough,0202309912WP27,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.68491377,-3.326436329",spring,0,200,1998,enough,0202309912WP50,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69631715,-3.318182042",spring,0,200,1998,enough,0202309912WP07,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69688649,-3.313995773",spring,0,200,1998,enough,0202309912WP39,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.68914286,-3.312092908",spring,0,200,1998,enough,0202309912WP40,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.68467038,-3.313066626",spring,0,200,1998,enough,0202309912WP42,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.70555033,-3.310035846",spring,0,200,1998,enough,0202309912WP28,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.70517406,-3.314407084",spring,0,200,1998,enough,0202309912WP30,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69473535,-3.314774963",spring,0,300,1998,enough,0202309912WP01,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69857523,-3.306543862",spring,0,200,1998,enough,0202309912WP33,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.68225979,-3.328285968",spring,0,200,1998,enough,0202309912WP53,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69373046,-3.315998683",spring,0,200,1998,enough,0202309912WP02,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.68310184,-3.32878966",spring,0,200,1998,enough,0202309912WP54,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.68246297,-3.328962553",spring,0,200,1998,enough,0202309912WP55,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69457478,-3.305933289",spring,0,200,1998,enough,0202309912WP35,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.69303073,-3.318449843",spring,0,200,1998,enough,0202309912WP03,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Arusha,Ilkiding'A,"36.70461729,-3.316806714",spring,0,200,1998,enough,0202309912WP31,good,gravity,unknown,never pay,Oxfam,DWE,vwc,none,
functional,Arusha,Longido,Gelai lumbwa,"36.18538177,-2.615746724",river/lake,0,750,2012,insufficient,0206310003WP09,good,gravity,unknown,other,WINGETI SAFARI,GIDION JOSEPH,parastatal,none,
functional,Arusha,Longido,Gelai lumbwa,"36.18597633,-2.618175367",river/lake,0,200,2002,insufficient,0206310003WP08,good,gravity,unknown,on failure,SNV,DWE,vwc,none,
functional,Arusha,Longido,Gelai lumbwa,"36.18324909,-2.616967192",river/lake,0,300,1961,insufficient,0206310003WP06,good,gravity,unknown,on failure,Ministry of Water,DWE,vwc,none,
functional,Arusha,Longido,Gelai lumbwa,"36.18429256,-2.626935885",river/lake,0,200,2012,insufficient,0206310003WP05,good,gravity,unknown,on failure,VWC,VWC,vwc,none,
functional,Arusha,Longido,Gelai lumbwa,"36.182912,-2.616948612",river/lake,0,350,1961,enough,0206310003WP07,good,gravity,unknown,on failure,Ministry of Water,DWE,vwc,none,
functional,Arusha,Longido,Gelai lumbwa,"36.18658979,-2.617773643",river/lake,0,150,2002,insufficient,0206310003WP10,good,gravity,unknown,on failure,SNV,DWE,vwc,none,
functional,Arusha,Longido,Gelai Meirugoi,"36.1125154,-2.730452107",river/lake,0,1400,2005,insufficient,0206310002WP10,good,gravity,unknown,on failure,,VWC,vwc,none,
functional,Arusha,Longido,Gelai Meirugoi,"36.11237543,-2.73122099",river/lake,0,1600,1961,insufficient,0206310002WP09,good,gravity,2012,on failure,,DWE,vwc,none,
functional,Arusha,Longido,Gelai Meirugoi,"36.11399103,-2.728484453",river/lake,0,400,2005,insufficient,0206310002WP08,good,gravity,unknown,never pay,,VWC,parastatal,none,
functional,Arusha,Longido,Gelai Meirugoi,"36.00477251,-2.627551878",rainwater harvesting,0,75,2012,seasonal,0206310002WP03,good,gravity,unknown,never pay,,ISSAC MOLLEl,parastatal,none,
functional,Arusha,Longido,Gelai Meirugoi,"36.11303477,-2.724942569",river/lake,0,540,2012,insufficient,0206310002WP07,good,gravity,unknown,never pay,,WORLD VISION,parastatal,none,
functional,Arusha,Longido,Gelai Meirugoi,"36.1119574,-2.661318448",river/lake,0,1500,1962,insufficient,0206310002WP05,good,gravity,unknown,on failure,,DWE,vwc,none,
functional,Arusha,Longido,Gelai Meirugoi,"36.00468151,-2.627309917",rainwater harvesting,0,75,2012,seasonal,0206310002WP04,good,gravity,unknown,other,,ISSAC MOLLEL,parastatal,none,
functional,Arusha,Longido,Gelai Meirugoi,"36.00535576,-2.627645868",spring,0,300,2012,seasonal,0206310002WP01,good,gravity,unknown,other,,ISSAC MOLLEL,parastatal,none,
functional,Arusha,Longido,Gelai Meirugoi,"36.00523949,-2.627727977",rainwater harvesting,0,300,2012,seasonal,0206310002WP02,good,gravity,unknown,never pay,,ISSAC MOLLEL,parastatal,none,
functional,Arusha,Karatu,Ganako,"35.69386985,-3.314440864",river/lake,10,200,2002,insufficient,243084111WP08,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.68214443,-3.324430575",river/lake,10,250,2002,insufficient,243084111WP13,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.6862167,-3.335014817",river/lake,10,500,2002,insufficient,243084111WP18,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.6830388,-3.329716088",river/lake,10,200,2002,insufficient,243084111WP19,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.65023454,-3.330054895",river/lake,0,800,2007,enough,243084111WP20,good,gravity,unknown,unknown,,,vwc,none,
functional,Arusha,Karatu,Ganako,"35.68881584,-3.323968911",river/lake,10,200,2002,insufficient,243084111WP16,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.68970231,-3.32040251",river/lake,10,250,2002,insufficient,243084111WP15,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.68689252,-3.318311076",river/lake,10,250,2002,insufficient,243084111WP14,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.65233404,-3.3337624",river/lake,10,250,2002,insufficient,243084111WP21,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.65613553,-3.330617893",river/lake,10,250,2002,insufficient,243084111WP22,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.66085777,-3.325207895",river/lake,10,250,2002,insufficient,243084111WP23,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.66473802,-3.321551767",river/lake,10,200,2002,insufficient,243084111WP24,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.67266327,-3.329307554",river/lake,10,200,2002,insufficient,243084111WP25,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.67015578,-3.324510764",river/lake,10,200,2002,insufficient,243084111WP26,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.67228474,-3.317932359",river/lake,10,200,2002,insufficient,243084111WP27,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.67573645,-3.314912804",river/lake,10,400,2010,insufficient,243084111WP31,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.6689657,-3.314543134",river/lake,10,300,2002,insufficient,243084111WP28,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.66574454,-3.305942781",river/lake,10,400,2002,insufficient,243084111WP29,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.67177248,-3.309296898",river/lake,10,300,2002,insufficient,243084111WP30,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.70510729,-3.318223267",river/lake,10,200,2002,insufficient,243084111WP02,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.70331965,-3.314346649",river/lake,10,200,2002,insufficient,243084111WP03,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.70282402,-3.303718935",river/lake,10,260,2002,insufficient,243084111WP04,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.69972382,-3.305704519",river/lake,10,280,1981,insufficient,243084111WP05,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.69073777,-3.303606102",river/lake,10,300,2002,insufficient,243084111WP06,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.69157228,-3.308752012",river/lake,10,300,2002,insufficient,243084111WP07,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.66568417,-3.328829012",river/lake,10,250,2002,insufficient,243084111WP01,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.69140196,-3.316914636",river/lake,10,300,2002,insufficient,243084111WP09,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.68179469,-3.314837371",river/lake,10,300,2002,insufficient,243084111WP10,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.68066374,-3.319717132",river/lake,10,200,2002,insufficient,243084111WP11,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.67737659,-3.318862281",river/lake,10,300,2002,insufficient,243084111WP12,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Karatu,Ganako,"35.69502798,-3.331674311",river/lake,10,200,2002,insufficient,243084111WP17,good,gravity,unknown,per bucket,Private Individual,Dmdd,vwc,none,
functional,Arusha,Monduli,Esilalei,"35.90290218,-3.335832504",spring,0,1,2000,enough,0201300608WP05_103,good,gravity,unknown,never pay,,,wua,none,
functional,Arusha,Monduli,Esilalei,"35.92064883,-3.390892025",spring,0,1,2010,enough,0201300608WP08_106,good,gravity,unknown,never pay,,,wua,none,
functional,Arusha,Monduli,Esilalei,"35.90871905,-3.401681335",spring,0,1,2000,enough,0201300608WP09_107,good,gravity,unknown,never pay,,,wua,none,
functional,Arusha,Monduli,Esilalei,"35.9063276,-3.425107402",spring,0,1,2010,enough,0201300608WP10_108,good,gravity,unknown,never pay,,,wua,none,
functional,Arusha,Monduli,Esilalei,"35.88959858,-3.380944982",spring,0,1,2000,insufficient,0201300608WP11_109,good,gravity,unknown,never pay,,,wua,none,
functional,Arusha,Monduli,Esilalei,"35.90001848,-3.37810162",spring,0,1,2000,insufficient,0201300608WP13_111,good,gravity,unknown,never pay,,,wua,none,
functional,Arusha,Monduli,Esilalei,"35.9531711,-3.443499024",spring,0,1,2000,insufficient,0201300608WP17_115,good,submersible,unknown,never pay,,,parastatal,none,
functional,Arusha,Monduli,Esilalei,"35.92003219,-3.631104147",rainwater harvesting,0,1,2010,seasonal,0201300608WP24_121,good,other,unknown,never pay,,,parastatal,none,
functional,Arusha,Monduli,Esilalei,"35.91809583,-3.632507278",rainwater harvesting,0,1,2010,seasonal,0201300608WP26_123,good,other,unknown,never pay,,,parastatal,none,
functional,Arusha,Monduli,Esilalei,"35.89114164,-3.312617099",spring,0,1,2000,enough,0201300608WP03_101,good,gravity,unknown,never pay,,,wua,none,
functional,Arusha,Monduli,Esilalei,"35.8932298,-3.311373655",spring,0,1,2000,enough,0201300608WP02_100,good,gravity,unknown,never pay,,,wua,none,
functional,Arusha,Monduli,Esilalei,"35.91858298,-3.398226542",spring,0,1,2000,seasonal,0201300608WP16_114,good,submersible,unknown,never pay,,,wua,none,
functional,Arusha,Monduli,Engutoto,"36.47485622,-3.301684246",spring,0,1,2000,insufficient,0201300602WP06_6,good,gravity,unknown,never pay,,,vwc,none,
functional,Arusha,Monduli,Engutoto,"36.47632752,-3.31459067",spring,0,1,2000,insufficient,0201300602WP03_3,good,gravity,unknown,never pay,,,vwc,none,
functional,Arusha,Monduli,Engutoto,"36.47446679,-3.309496131",spring,0,1,2000,insufficient,0201300602WP01_1,good,gravity,unknown,never pay,,,vwc,none,
functional,Arusha,Longido,Engikaret,"36.69375124,-3.035457795",spring,0,250,1967,insufficient,0206310015WP08,fluoride,gravity,unknown,never pay,Ministry of Water,,vwc,none,
functional,Arusha,Longido,Engikaret,"36.70151798,-3.036683793",spring,0,350,1967,insufficient,0206310015WP11,fluoride,gravity,unknown,never pay,Ministry of Water,,vwc,none,
functional,Arusha,Longido,Engikaret,"36.69428076,-3.036279081",rainwater harvesting,0,250,1995,seasonal,0206310015WP09,good,gravity,unknown,never pay,FREDKED CONSERVATION,,parastatal,none,
functional,Arusha,Longido,Engikaret,"36.69435743,-3.035552274",spring,0,200,2001,insufficient,0206310015WP06,fluoride,gravity,unknown,never pay,RC CHURCH,,parastatal,none,
functional,Arusha,Longido,Engikaret,"36.69508406,-3.035551813",rainwater harvesting,0,80,1988,seasonal,0206310015WP05,good,gravity,unknown,never pay,RC CHURCH,,parastatal,none,
functional,Arusha,Longido,Engikaret,"36.52683787,-2.850711116",rainwater harvesting,0,50,2004,seasonal,0206310015WP04,good,gravity,unknown,never pay,WFP,,parastatal,none,
functional,Arusha,Longido,Engikaret,"36.52756027,-2.845362192",rainwater harvesting,0,200,2004,seasonal,0206310015WP03,good,gravity,unknown,never pay,WFP,,parastatal,none,
functional,Arusha,Longido,Engikaret,"36.52793328,-2.845529898",rainwater harvesting,0,200,2004,seasonal,0206310015WP02,good,gravity,unknown,never pay,WFP,,parastatal,none,
functional,Arusha,Longido,Engikaret,"36.52836139,-2.829110412",dam,0,700,2008,insufficient,0206310015WP01,good,gravity,unknown,never pay,MINISTRY OF AGRICULTURA,,vwc,none,
functional,Arusha,Siha,Engikaret,"37.21684169,-2.852305837",river/lake,0,100,1983,enough,0206310009WP07,good,gravity,unknown,on failure,Ministry of Water,DWE,vwc,none,
functional,Arusha,Longido,Engikaret,"37.20325437,-2.856536094",rainwater harvesting,0,1000,2009,insufficient,0206310009WP12,good,gravity,unknown,on failure,MKUKUTA,MKUKUTA,parastatal,none,
functional,Arusha,Longido,Engikaret,"37.20348772,-2.855902658",river/lake,0,150,2010,insufficient,0206310009WP13,good,gravity,unknown,on failure,PADEP,DWE,parastatal,none,
functional,Arusha,Longido,Engikaret,"37.23147073,-2.850821474",river/lake,0,310,1978,insufficient,0206310010WP23,good,gravity,unknown,on failure,Ministry of Water,DWE,vwc,none,
functional,Arusha,Longido,Engikaret,"36.69423891,-3.037110872",rainwater harvesting,0,250,1995,seasonal,0206310015WP10,milky,gravity,unknown,never pay,FREDKED CONSERVATION,,parastatal,none,
functional,Arusha,Longido,Engarenaibor,"36.49367357,-2.505878747",rainwater harvesting,0,500,2012,seasonal,0206310004WP33,good,gravity,unknown,on failure,WFP,ACTIVE TANK CO,parastatal,none,
functional,Arusha,Longido,Engarenaibor,"36.49342753,-2.506081953",rainwater harvesting,0,500,2012,seasonal,0206310004WP32,good,gravity,unknown,on failure,WFP,ACTIVE TANK CO,parastatal,none,
functional,Arusha,Longido,Engarenaibor,"36.56612281,-2.493927982",borehole,0,350,2007,enough,0206310004WP26,good,gravity,unknown,on failure,ADB,JANDU PLUMBER CO,vwc,none,
functional,Arusha,Longido,Engarenaibor,"36.57798247,-2.498866992",borehole,0,300,2007,enough,0206310004WP21,good,gravity,unknown,on failure,ADB,JANDU PLUMBER CO,parastatal,none,
functional,Arusha,Longido,Engarenaibor,"36.5087534,-2.434827523",spring,0,250,2006,insufficient,0206310004WP09,good,gravity,unknown,on failure,ADB,JANDU PLUMBER CO,vwc,none,
functional,Arusha,Longido,Engarenaibor,"36.51355579,-2.427741307",spring,0,200,2006,insufficient,0206310004WP08,good,gravity,unknown,on failure,ADB,JANDU PLUMBER CO,vwc,none,
functional,Arusha,Longido,Engarenaibor,"36.45399868,-2.51942652",spring,0,600,1978,insufficient,0206310004WP07,good,gravity,unknown,on failure,Ministry of Water,DWE,vwc,none,
functional,Arusha,Longido,Engarenaibor,"36.48230215,-2.53894027",spring,0,600,1978,insufficient,0206310004WP01,good,gravity,unknown,on failure,Ministry of Water,DWE,vwc,none,
functional,Arusha,Longido,Engarenaibor,"36.48798886,-2.513735858",borehole,0,600,2011,enough,0206310004WP34,good,gravity,unknown,on failure,LOOCIP,LOOCIP,vwc,none,
functional,Arusha,Ngorongoro,Enduleni,"35.18983849,-3.295215554",rainwater harvesting,0,150,2011,seasonal,0205300711WP31,good,gravity,unknown,never pay,WFP,Active KMK,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.1901358,-3.295290126",rainwater harvesting,0,221,2012,seasonal,0205300711WP30,good,gravity,unknown,never pay,WFP,Active KMK,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.27817233,-3.18815783",rainwater harvesting,0,150,2011,seasonal,0205300711WP22,good,gravity,unknown,never pay,WFP,Active MKM,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.27781348,-3.188538722",rainwater harvesting,0,350,2011,seasonal,0205300711WP21,good,gravity,unknown,never pay,WFP,Active MKM,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.26428073,-3.263856011",spring,0,210,1999,enough,0205300711WP20,good,gravity,unknown,never pay,NCAA,NCAA,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.2648069,-3.26307529",spring,0,210,1999,enough,0205300711WP19,good,gravity,unknown,never pay,NCAA,NCAA,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.26491514,-3.262461643",spring,0,320,1999,enough,0205300711WP18,good,gravity,unknown,never pay,NCAA,NCAA,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.2652142,-3.261933029",spring,0,170,1999,enough,0205300711WP17,good,gravity,unknown,never pay,NCAA,NCAA,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.26562051,-3.261427578",spring,0,250,1999,enough,0205300711WP16,good,gravity,unknown,never pay,NCAA,NCAA,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.26613006,-3.260985996",spring,0,100,1999,enough,0205300711WP15,good,gravity,unknown,never pay,NCAA,NCAA,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.26445196,-3.260768789",spring,0,200,1999,enough,0205300711WP14,good,gravity,unknown,never pay,NCAA,NCAA,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.27336608,-3.204044719",borehole,0,210,1999,enough,0205300711WP13,good,mono,unknown,never pay,NCAA,NCAA,vwc,none,
functional,Arusha,Ngorongoro,Enduleni,"35.27336825,-3.203822674",rainwater harvesting,0,150,unknown,seasonal,0205300711WP12,good,gravity,unknown,never pay,NCAA,NCAA,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.27248913,-3.203119863",borehole,0,130,1999,enough,0205300711WP11,good,mono,unknown,never pay,NCAA,NCAA,parastatal,none,
functional,Arusha,Ngorongoro,Enduleni,"35.27110513,-3.211403471",spring,0,50,1975,enough,0205300711WP10,good,gravity,unknown,never pay,NCAA,NCAA,water board,none,
functional,Arusha,Ngorongoro,Enduleni,"35.27372718,-3.211315271",spring,0,86,1975,insufficient,0205300711WP09,good,gravity,unknown,never pay,NCAA,NCAA,water board,none,
functional,Arusha,Ngorongoro,Enduleni,"35.27187582,-3.211208842",spring,0,120,1975,insufficient,0205300711WP08,good,gravity,unknown,never pay,NCAA,NCAA,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.70638754,-3.478218651",river/lake,10,500,1994,seasonal,243084021WP39,good,gravity,unknown,per bucket,Moroil,Moroil,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.66292527,-3.463810423",river/lake,10,2000,1994,seasonal,243084021WP19,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.72212133,-3.477553463",river/lake,10,200,1994,seasonal,243084021WP37,good,gravity,unknown,per bucket,Moroil,Moroil,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.66128416,-3.502335683",river/lake,10,512,1994,seasonal,243084021WP01,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.65367106,-3.512922652",river/lake,10,500,1994,seasonal,243084021WP02,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.66631025,-3.489560056",river/lake,10,500,1994,seasonal,243084021WP04,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.6636157,-3.476181227",river/lake,10,520,1994,seasonal,243084021WP05,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.68119746,-3.47955945",river/lake,10,500,1994,seasonal,243084021WP06,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.69768167,-3.483907537",river/lake,10,500,1994,seasonal,243084021WP07,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.68766029,-3.488026279",river/lake,10,500,1994,seasonal,243084021WP08,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.67662684,-3.493461214",river/lake,10,500,1994,seasonal,243084021WP09,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.6619567,-3.516210241",river/lake,10,500,1994,seasonal,243084021WP10,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.66572302,-3.493983594",river/lake,10,500,1994,seasonal,243084021WP11,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.66634877,-3.496006613",river/lake,10,600,1994,seasonal,243084021WP12,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.67179008,-3.437901537",river/lake,10,2000,1994,seasonal,243084021WP16,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.66542621,-3.447260123",river/lake,10,2000,1994,seasonal,243084021WP17,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.66381406,-3.452983314",river/lake,10,2000,1994,seasonal,243084021WP18,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.71409898,-3.47283071",river/lake,10,1,1994,seasonal,243084021WP38,good,gravity,unknown,per bucket,Moroil,Moroil,vwc,none,
functional,Arusha,Karatu,Endamarariek,"35.67109037,-3.440635934",river/lake,10,2000,1994,seasonal,243084021WP20,good,gravity,unknown,per bucket,Miziriol,Miziriol,vwc,none,
